44	
	 88 88	
	 -2.695190547e-11 0.001090518515 0.0001841970001 0.00312870572 0.0002606890945 0.006807140798 0.0003186999186 0.005922182171 0.0001653331792 0.0006799147832 -0.000499720549 -0.001955013886 6.241510904e-05 -0.0001062496307 0.0001719402502 0.0002865334119 -0.0003362708145 -0.0006464764177 4.903168681e-05 -0.0002373412272 0.000119981852 -0.0008266194167 -1.296700036e-05 0.001067341264 -5.506128205e-05 -0.0002944378728 8.246144497e-06 -0.000370708179 -8.515759808e-05 -0.0003743624908 -7.127543686e-05 0.000338188446 -1.646836241e-05 -9.119754536e-06 9.577022167e-06 -0.0001632014678 -2.875463906e-05 0.0001724889889 -6.088689085e-06 1.659052191e-05 -1.881820475e-05 5.321729463e-05 7.587384471e-05 2.678460395e-05   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
	 -0.001090517837 -1.529209428e-10 0.0002494890205 0.001345850843 9.166153691e-05 -0.0002981047985 0.0003640591607 0.0002253867045 0.0001880871109 0.000700866086 0.0008470170448 0.001315115491 0.0001649428582 -9.682052271e-05 0.0003702346782 -5.365821474e-05 0.0002569262107 0.0003675854233 -8.245891002e-05 -4.760115637e-05 6.412982811e-05 -6.084017456e-05 7.567181199e-05 -0.0002183083247 -6.58054539e-05 7.291549833e-05 3.309273859e-05 0.0001353700786 -2.748949782e-05 -5.560563601e-05 8.562005186e-06 -3.076197452e-05 1.067659783e-05 1.277587106e-05 -2.447065383e-05 2.79684217e-05 1.443833101e-05 -7.015216818e-06 4.499247021e-06 3.631285347e-06 1.767544929e-05 8.809337436e-06 -4.069927903e-05 -4.32586947e-05   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
	 -0.0001841964929 -0.0002494889352 1.893287497e-10 -0.001658164679 -0.0002687121665 -0.001578640906 -0.00120107186 -0.003012276465 -0.0008616341821 -0.0002752293994 -0.001094841599 -0.0001707360919 0.0002251068732 0.0001088549308 9.316568467e-05 0.0004108027415 -0.0002315065186 0.0004317804361 -0.0001631659761 0.0004581275611 0.0001663864372 0.0009191287444 -0.0001329368163 -0.0004462148096 3.291055431e-05 0.000418422469 -1.839633251e-05 5.391812168e-05 0.0001153640929 0.0003770729887 0.0001016944977 -4.714853724e-05 1.147752284e-06 -2.862649304e-05 9.310895488e-05 2.246995492e-05 -8.467157025e-06 -7.267729638e-05 -3.726425047e-06 -1.629440925e-05 -1.784721949e-05 -4.782107302e-05 2.237418116e-05 5.272298295e-05   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
	 -0.003128708976 -0.001345850341 0.001658164117 -2.442613283e-10 0.0008488963343 0.0006947719543 -0.0006282664325 -0.003401604541 -0.0007920438674 -0.003563340396 -0.00162879781 -0.005049794874 0.0002111617277 0.0005062679556 -0.0009892102027 -0.001006716925 -0.0004039678864 -0.001562885634 0.0001980691546 -0.001257106898 -0.0001532665193 -0.002402330495 3.10030417e-05 0.002329281141 -0.0001821271271 -0.001688497246 7.480750271e-05 -0.0002345671266 -8.193753238e-05 -0.0003920062698 -3.205258049e-06 0.0004545547651 6.945947644e-06 0.0001652584789 2.608893112e-05 0.0001845658384 -1.90711205e-05 0.0001574196097 6.978133758e-09 3.908736624e-05 1.166617639e-05 0.0001871180679 5.439010601e-05 0.0002408357753   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
	 -0.0002606884506 -9.166145551e-05 0.0002687128292 -0.0008488969792 -8.981301228e-11 -0.0001907481139 -0.002304688914 -0.002414611549 -0.001388511541 -0.0006305467617 -0.001518054867 0.0003502794547 -0.001046490442 -0.0003967506919 0.0005839483829 0.0004933620784 7.308218593e-05 0.0007795787702 -0.0005760173865 -3.566719273e-05 0.0004963474793 0.000883127836 -0.0001084909511 -0.0004646353479 0.0008613493462 0.0007430945424 8.254889579e-05 5.276128585e-05 -0.0001384067907 0.0003528146203 8.035008344e-05 0.000333074217 4.216190825e-05 -9.631284476e-05 6.502838057e-05 -8.48877097e-05 5.015928255e-05 1.824411738e-05 1.041217405e-05 -2.126648735e-05 3.12665775e-05 -0.0001017258476 -0.000142250951 -2.095470457e-05   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
	 -0.006807140757 0.0002981051057 0.001578641529 -0.0006947719768 0.0001907482973 -8.729654304e-11 0.0005395308563 0.0005642537276 0.0001520932597 0.0002449935215 0.002234591607 0.0009945525763 0.001143344435 0.001332164193 0.001401509926 0.002067497485 0.000600018207 -0.001096086406 -0.000180564158 -0.0004568588033 0.0007486627234 -0.0007856098025 0.0006218578181 0.0004318921345 -0.0006844711937 0.0006790376002 -4.261530935e-06 0.0007145375617 -2.276241025e-05 -0.0002121256972 -0.0001364942163 -0.0002531811496 1.622023088e-05 2.57042214e-05 -0.000231655763 2.465299242e-05 2.397959718e-05 -0.0001690212165 1.473772513e-05 -1.873523978e-05 7.050647624e-05 2.430019962e-06 -7.016604181e-05 0.000251379696   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
	 -0.0003186988284 -0.0003640591297 0.00120107153 0.0006282655792 0.002304689621 -0.0005395314968 -8.78181061e-11 4.428771922e-05 -0.001083904139 -0.000849789786 -0.00289212063 -0.0007759597847 -0.002606057172 -0.0009779006174 -0.001355209962 -0.001073725437 0.000984537351 0.0003072113684 0.000337722978 -0.0003199914798 -0.0005064125461 -8.667750378e-05 -0.0001349282481 0.0002079963503 -0.000758357084 0.0002511133942 0.0003457708286 0.0002913058952 0.0001188311061 0.0006313229092 0.0003650883355 0.0004940312446 0.0001130470954 6.480928183e-05 7.489528263e-05 0.0003033407375 2.172262715e-05 -4.457471861e-05 2.949149611e-05 -7.7853401e-06 0.000168141772 1.368471321e-05 -3.991264715e-05 0.0002074741612   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
	 -0.005922181316 -0.0002253863015 0.003012276174 0.003401603745 0.00241461151 -0.0005642539378 -4.428819761e-05 -3.751037645e-10 -0.001334628971 0.001406187047 0.001532700869 0.001835580428 0.002030141671 -0.002933925396 7.699625051e-05 -0.001655431611 0.0002076134497 0.001642230023 -0.0005960900011 0.001171522561 -4.252104405e-05 0.0005721203907 0.0001059475684 -0.001202364234 0.0004366219663 0.0001277010782 -7.275761416e-05 -0.0009541928695 0.0002055024011 0.0007165957789 0.0002523317419 -0.000447403199 2.968594482e-05 -2.129072265e-05 0.0001735635059 9.419696084e-06 6.083207072e-05 -1.359227719e-05 2.996971798e-06 6.472980162e-06 -2.322251531e-05 -2.502915154e-06 -0.0001735311092 -0.0002647924944   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
