42	
	 88 88	
	 1.74316913e-08 -1.229354987e-09 2.570488485e-08 1.139808437e-09 -1.41832986e-08 -2.174809323e-09 9.650491424e-09 1.21541112e-10 -1.803179201e-08 -2.542234041e-09 3.837902468e-09 -2.962732779e-09 -4.058769409e-09 -2.479821493e-11 5.860600223e-09 5.656982454e-10 -9.438016007e-09 -1.7448132e-09 -8.63036507e-09 -8.09344196e-10 -1.09173048e-09 -1.320835681e-09 -2.814961979e-09 -8.859830217e-10 -1.262092751e-08 1.647236942e-09 -1.731088397e-09 -3.572761303e-09 2.825769716e-10 -1.847188745e-09 -2.51737557e-09 -9.86576711e-10 -1.738585218e-09 -8.751445657e-10 -3.821990722e-10 -3.901284802e-09 -1.429752974e-09 1.058030862e-09 -5.652279203e-10 7.931144455e-11 -2.297330372e-09 -3.410403748e-11 2.592416267e-09 -1.134449212e-09   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
	 -1.229354987e-09 4.268365277e-09 1.075332732e-09 -1.280926652e-09 -1.074898093e-09 1.138768647e-09 1.111260524e-09 -3.324332112e-10 1.091981946e-10 1.013297984e-09 6.17384106e-10 9.784369251e-10 -2.006658518e-09 6.675275021e-10 -1.656289178e-09 -1.916152049e-10 1.272138348e-10 9.914904752e-10 -2.068357187e-10 1.628418534e-10 -6.234182598e-10 8.197111365e-10 -9.261892644e-10 5.15912638e-10 1.087361352e-09 -8.501694229e-10 9.550504896e-11 1.467126983e-10 -1.212696779e-09 4.486233925e-10 -4.901880068e-10 3.420008364e-10 -2.393900556e-10 1.723420484e-10 -3.929016865e-10 1.582943782e-09 2.707903975e-10 -4.682258169e-10 -1.674567346e-11 -9.32253988e-11 -3.318769992e-10 -1.795741291e-10 -3.964272043e-10 6.036664926e-10   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
	 2.570488485e-08 1.075332732e-09 1.550113145e-07 -1.253904884e-08 -1.177813762e-07 -1.453311043e-09 9.099271083e-08 1.284118401e-09 -8.201753102e-08 -4.45127958e-10 1.578021892e-08 9.02392912e-09 -6.900943171e-08 4.143742965e-09 2.644039491e-08 -2.633802106e-09 -6.597209829e-08 3.266506027e-10 -5.457226202e-08 -5.321617018e-09 -1.41842842e-08 -3.859041937e-09 -6.45079562e-08 -9.477181768e-10 -2.123276792e-08 -4.554985729e-10 -2.565622706e-08 -4.619082148e-09 1.585912969e-08 -1.504192511e-09 -3.214270973e-09 1.946249482e-09 -1.662383421e-08 -2.485922217e-09 1.932562752e-08 -3.531207868e-09 -7.046044769e-09 8.926425128e-11 -5.551076608e-09 -6.325323733e-10 -2.950223249e-08 -2.246395953e-09 1.511996367e-08 9.47561198e-10   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
	 1.139808437e-09 -1.280926652e-09 -1.253904884e-08 1.279238103e-08 7.065913436e-09 -1.073655769e-09 -9.552918156e-09 1.474300437e-10 -6.836718686e-11 -1.540693941e-09 -3.533359678e-09 -1.949714853e-09 9.812019676e-09 2.680901153e-09 -4.916744222e-11 9.258488834e-10 2.246276449e-09 -2.262663471e-09 3.234517446e-09 1.898965699e-09 1.394584196e-09 1.758261502e-09 7.089251398e-09 6.304080615e-10 -3.657951349e-09 3.501948122e-10 1.535288184e-09 -1.965372607e-09 2.797056917e-10 2.145782816e-09 -5.719985288e-10 -3.88355873e-09 1.415551643e-09 -5.80498475e-10 -1.80009954e-09 -2.052119343e-09 -8.482526183e-11 -4.250854824e-10 4.159298505e-10 -3.771047438e-11 2.730583479e-09 -4.05606066e-10 -1.644894755e-09 -8.108339729e-10   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
	 -1.41832986e-08 -1.074898093e-09 -1.177813762e-07 7.065913436e-09 1.39942029e-07 -5.008147455e-09 -9.857673687e-08 1.644434739e-09 1.090509043e-07 -9.394430708e-10 -1.989973347e-08 -4.244703113e-09 6.915508685e-08 -1.465094843e-09 -6.633364041e-09 7.276977891e-09 6.045991986e-08 2.261864803e-09 5.725333422e-08 -2.033470088e-09 1.84960404e-08 -1.092761391e-09 6.473209487e-08 -8.377874334e-10 1.901766428e-08 1.112346949e-09 2.027953281e-08 2.137388009e-10 -6.935259286e-09 3.136465316e-09 -3.614504296e-09 3.092268493e-09 1.725984434e-08 1.675193721e-09 -3.079900269e-08 -6.281099926e-10 6.429836716e-09 2.187526303e-09 6.408389616e-09 8.394536293e-10 3.485254356e-08 2.755241357e-09 -1.835701125e-08 -7.787119376e-10   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
	 -2.174809323e-09 1.138768647e-09 -1.453311043e-09 -1.073655769e-09 -5.008147455e-09 1.544616242e-08 1.990282453e-10 -4.950887561e-09 -2.275485308e-09 2.177160404e-09 1.623377478e-09 1.726979398e-09 -5.085521866e-09 -8.006507744e-12 -2.890408498e-09 -1.123338576e-08 2.824071085e-09 -4.157144058e-09 -1.522341952e-09 7.525065482e-09 -1.05465742e-09 4.429180236e-10 -1.956811473e-09 -1.018760619e-09 3.581628132e-09 -2.922107384e-09 4.534689856e-09 2.885604743e-09 -4.657845957e-09 2.957767587e-10 3.609104415e-09 -5.058685261e-09 4.747675502e-10 9.637570687e-12 7.505076283e-10 4.348714731e-09 1.710727311e-09 -3.325939461e-09 1.885474242e-10 -6.532263541e-10 -1.366844304e-10 -1.578829665e-09 -2.463592485e-09 1.436673494e-09   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
	 9.650491424e-09 1.111260524e-09 9.099271083e-08 -9.552918156e-09 -9.857673687e-08 1.990282453e-10 1.101609827e-07 -1.669996964e-09 -9.941761339e-08 2.93969178e-09 2.186277011e-08 4.907614249e-10 -6.880088242e-08 9.378747059e-10 1.890386385e-08 -5.497294819e-11 -6.354176768e-08 3.570242657e-10 -4.5028565e-08 -3.05975774e-09 -1.448235099e-08 -2.875736912e-09 -5.170009842e-08 3.204679421e-09 -1.498189786e-08 4.24322279e-09 -2.255434266e-08 -3.013091812e-09 8.376425952e-09 1.334189337e-09 8.296964741e-10 4.489114447e-10 -1.591811005e-08 -4.938721399e-10 2.0393009e-08 -3.698504741e-10 -4.229135762e-09 3.637948581e-10 -5.505700239e-09 -1.123498539e-10 -3.07568076e-08 -6.792058338e-10 1.590639027e-08 -1.323069879e-09   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
	 1.21541112e-10 -3.324332112e-10 1.284118401e-09 1.474300437e-10 1.644434739e-09 -4.950887561e-09 -1.669996964e-09 8.647828641e-09 8.265737378e-10 -5.715033492e-09 1.0444064e-09 2.174386694e-09 9.149942744e-10 2.559837439e-09 -3.920903472e-09 3.981048288e-09 1.542084766e-09 4.028709381e-09 1.004472522e-09 -3.705539366e-09 4.985648995e-10 1.175887699e-09 7.048292627e-11 -2.453986914e-09 -9.146846434e-10 -3.403551401e-09 -2.623489629e-09 5.39080034e-10 1.589561208e-09 1.076947538e-09 -2.543803259e-09 4.423913441e-09 -3.506617622e-10 4.917719317e-11 1.478558293e-09 -1.121706568e-10 -1.628085201e-09 7.439696491e-10 -1.438661738e-10 9.88469999e-11 6.848175132e-11 4.415113894e-10 2.742109773e-09 1.991315641e-09   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
